rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:0009100	GLYCOPROTEIN METABOLIC PROCESS	0.83241123823899	0.904541911573466	-1	ADAMTS12,ADAMTS13,ADAMTS5,ADAMTS7,ADAMTS9,ADAMTSL1,ADAMTSL4,AGRN,ALG10B,ALG10,ALG11,ALG12,ALG13,ALG14,ALG1L,ALG1,ALG2,ALG3,ALG5,ALG6,ALG8,ALG9,ANKRD28,AREG,ARF4,ARSB,ATP7A,B3GALNT2,B3GALT6,B3GAT1,B3GAT3,B3GNT2,B3GNT3,B3GNT4,B3GNT5,B3GNT7,B3GNT8,B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,B4GALT7,BET1,BGN,BMPR1B,BMPR2,C1GALT1C1,C1GALT1,CALR,CANT1,CANX,CD59,CFP,CHPF2,CHPF,CHST11,CHST12,CHST13,CHST14,CHST15,CHST3,CHST7,CHST9,CHSY1,CHSY3,CMAS,CNIH2,CNIH3,COG3,COG7,COL7A1,CSGALNACT1,CSGALNACT2,CSNK1D,CSPG4,CSPG5,CTAGE5,CTSA,CTSC,CTSZ,DAD1,DCN,DDOST,DERL2,DERL3,DHDDS,DOLK,DOLPP1,DPAGT1,DPM1,DPM2,DPM3,DPY19L1,DPY19L2,DPY19L3,DPY19L4,DSEL,DSE,EDEM1,EDEM2,EDEM3,ENTPD5,ERP44,EXT1,EXT2,F5,F8,FBXO2,FKRP,FKTN,FOLR1,FUCA1,FUT10,FUT1,FUT2,FUT3,FUT4,FUT7,FUT8,GAL3ST1,GAL3ST3,GAL3ST4,GALNT10,GALNT11,GALNT12,GALNT13,GALNT14,GALNT1,GALNT2,GALNT3,GALNT4,GALNT5,GALNT6,GALNT7,GANAB,GCNT1,GCNT2,GCNT3,GFPT1,GFPT2,GLB1,GLCE,GMPPA,GMPPB,GNE,GNPNAT1,GNPTAB,GOLGA2,GOLPH3,GORASP1,GOSR2,GPC1,GPC2,GPC3,GPC4,GPC6,GXYLT1,GXYLT2,GYLTL1B,HEXA,HEXB,HIF1A,HPSE,HS6ST2,HS6ST3,HSPG2,HYAL1,IDS,IDUA,IGF1,ISPD,KIAA2018,LARGE,LMAN1,LRP2,MAGT1,MAN1A1,MAN1A2,MAN1B1,MAN1C1,MAN2A1,MAN2A2,MANEA,MCFD2,MGAT1,MGAT2,MGAT3,MGAT4A,MGAT4B,MGAT5,MGEA5,MIA3,MLEC,MOGS,MPI,MUC15,MUC1,MUC20,MUC4,MUC5B,MUC6,MVD,NANP,NANS,NAPA,NEU1,NEU3,NEU4,NGLY1,NPC1,NPL,NSF,OAS2,OGT,OS9,OSTC,PARP10,PARP16,PARP1,PARP3,PARP4,PCSK6,PDIA3,PGM3,PMM1,PMM2,POFUT1,POFUT2,POMGNT1,POMT1,POMT2,PPP6C,PREB,PRKCSH,RAB1A,RFT1,RPN1,RPN2,SAR1B,SCFD1,SDC1,SDC2,SDC3,SDC4,SDF2L1,SDF2,SEC13,SEC16A,SEC16B,SEC22B,SEC23A,SEC23IP,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SEL1L,SERPINA1,SGSH,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SLC17A5,SLC35A1,SPON1,SRD5A3,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST3GAL5,ST3GAL6,ST6GAL1,ST6GAL2,ST6GALNAC1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA4,ST8SIA5,STT3A,STT3B,STX5,SULF1,SULF2,SYVN1,TET1,TET2,TET3,TFG,TGFA,THBS1,TMED10,TMED2,TMEM115,TMEM165,TMEM5,TNIP1,TNKS2,TNKS,TRAK1,TRAPPC10,TRAPPC1,TRAPPC2L,TRAPPC2,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,TUSC3,UAP1,UBE2G2,UBE2J1,UGGT1,UGGT2,USO1,UST,VCAN,VCP,XYLT2
RHO GTPASES ACTIVATE ROCKS%REACTOME DATABASE ID RELEASE 55%5627117	RHO GTPASES ACTIVATE ROCKS	0.832970652579156	0.904939006586344	1	LIMK1,LIMK2,MYH10,MYH11,MYH14,MYH9,MYL12B,MYL6,MYL9,PPP1CB,PPP1R12A,PPP1R12B,RHOA,RHOB,RHOC,ROCK1,ROCK2
RESPONSE TO OSMOTIC STRESS%GOBP%GO:0006970	RESPONSE TO OSMOTIC STRESS	0.833360220953701	0.905151439056814	1	AQP1,AQP9,ARHGEF2,ATF2,CAB39,CAPN3,DDX3X,ICOSLG,KCNMA1,KMO,LRRC8A,MAP2K7,MAP7,MAPK13,MARVELD3,MYLK,PKD2,PLK3,RCSD1,SERPINB6,SLC12A6,STK39,TLR3,TNF,TRPV4
PLCG1 EVENTS IN ERBB2 SIGNALING%REACTOME%R-HSA-1251932.1	PLCG1 EVENTS IN ERBB2 SIGNALING	0.833871035428027	0.905158935240615	1	ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY9,ADRBK1,AHCYL1,CALM1,CALM2,CALM3,CREB1,EGFR,ERBB2,ITPR1,ITPR2,ITPR3,PDE1A,PDE1B,PLCG1,PRKACA,PRKACB,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCD,PRKCE
VEGFR2 MEDIATED CELL PROLIFERATION%REACTOME%R-HSA-5218921.1	VEGFR2 MEDIATED CELL PROLIFERATION	0.833932622598963	0.905158935240615	-1	AHCYL1,AKAP9,ANGPT1,APBB1IP,ARAF,ARRB1,ARRB2,BRAF,BRAP,BTC,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CNKSR1,CNKSR2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG4,DUSP10,DUSP16,DUSP1,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EGFR,ERBB2,FGF18,FGF1,FGF2,FGF7,FGF9,FGFR4,FN1,FRS2,FRS3,FYN,GRIN2A,GRIN2D,HBEGF,HRAS,IL17RD,IL2RA,IL2RB,IL2RG,IL3RA,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,ITPR1,ITPR2,ITPR3,JAK1,JAK2,JAK3,KBTBD7,KDR,KIT,KRAS,KSR1,KSR2,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK3,MARK3,NCAM1,NF1,NRAS,NRG2,NRG3,NRG4,PAQR3,PDGFB,PDGFRA,PDGFRB,PDPK1,PEA15,PEBP1,PHB,PLCG1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PRKCA,PRKCB,PRKCD,PRKCZ,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK2,PTPRA,RAF1,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RPS27A,SHC1,SHC2,SOS1,SPHK1,SPRED1,SPRED2,SPTAN1,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SPTB,SYNGAP1,TEK,TLN1,UBA52,UBB,UBC,VCL,VWF,WDR83,YWHAB
POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002708	POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY	0.833949218363165	0.905158935240615	1	AP1G1,B2M,CADM1,CD226,CLCF1,CRTAM,FADD,FZD5,HLA-A,HLA-B,HLA-E,HSPD1,IL12A,IL12RB1,IL1B,IL23A,KLRK1,LAMP1,MALT1,MAP3K7,NLRP3,PAXIP1,PRKCZ,PVRL2,PVR,RASGRP1,RSAD2,SLAMF6,STX7,TGFB1,TNFSF13,TNFSF4,TRAF2,TRAF6,XCL1,ZBTB1,ZP3
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY	0.834289772656725	0.905317931947807	-1	ACSL5,ACVR1,AGT,AKT1,ARHGEF2,AR,ATF3,BCL10,BCL2L14,BCL2L1,BCL2,BID,BIRC6,BRCA1,CASP8,CAV1,CFLAR,CYLD,DEDD2,FADD,FASLG,FAS,FEM1B,G0S2,GPX1,GSTP1,HMOX1,HTRA2,HTT,HYAL2,ICAM1,IFI6,IGF1,IL1B,INHBA,ITGA6,ITGAV,KIAA1324,LGALS3,LTBR,MADD,MAP2K5,MAPK7,MCL1,NOL3,NOS3,PAK2,PARK7,PEA15,PELI3,PHIP,PMAIP1,PML,PPP2R1B,PSME3,PYCARD,RELA,RET,RFFL,RIPK1,RNF34,SCG2,SERPINE1,SFRP1,SH3RF1,SIAH2,SNAI2,SP100,SRC,STX4,TCF7L2,TGFBR1,THBS1,TMBIM1,TMC8,TNFAIP3,TNFRSF10A,TNFRSF10B,TNFRSF12A,TNFSF10,TNFSF12,TNF,TRADD,TRAF1,TRAF2,UNC5B,WWOX,ZMYND11
POSITIVE REGULATION OF HOMEOSTATIC PROCESS%GOBP%GO:0032846	POSITIVE REGULATION OF HOMEOSTATIC PROCESS	0.834701363816614	0.905553921442908	1	ACD,ACOX1,ACVR1B,ACVR2A,ADAM8,AKAP6,ANKRD54,ANO1,ARNT,ASPH,ATP6AP1,ATRX,AURKB,CAPN3,CAV1,CFTR,CXCL10,CXCL11,CXCL9,CXCR3,DHX36,ERCC1,ETS1,F2RL3,F2R,FKBP1B,FOXO3,GPLD1,HIF1A,HLA-DRB1,HMBOX1,HMGB2,HNRNPA1,IL1B,INHBA,INPP5K,LGALS9,MAP2K7,MAP3K4,MAPK11,MAPK14,MAPK15,MAPK1,MAPK3,MAPKAPK5,MED1,METRNL,NCKAP1L,NEK2,NEK7,NPC1,NPR1,NR1D1,NR1H3,OBFC1,P2RX4,P2RX5,P2RX7,PDPK1,PIH1D1,PKIB,PLCG1,PNKP,POT1,PPP3CB,PRKCQ,PRMT1,PTGER3,PTGS2,RTEL1,RYR2,SLC22A5,SLC30A2,SMARCA4,SMARCB1,SNCA,STX4,SYK,TERF2,THY1,TINF2,TMEM27,TNFRSF11A,TNF,TNKS2,TNKS,TRPC1,WRAP53,XCL1,ZNF16
Parkinson's disease%KEGG%hsa05012	Parkinson's disease	0.834965597906196	0.905629973083562	1	APAF1,ATP5A1,ATP5B,ATP5C1,ATP5D,ATP5E,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5H,ATP5J,ATP5O,CASP3,CASP9,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6B1,COX6C,COX7A1,COX7A2L,COX7A2,COX7B,COX7C,COX8A,CYC1,CYCS,GPR37,HTRA2,LRRK2,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA1,NDUFA2,NDUFA3,NDUFA4L2,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PARK2,PARK7,PINK1,PPID,SDHA,SDHB,SDHC,SDHD,SLC25A4,SLC25A5,SLC25A6,SNCAIP,SNCA,UBA1,UBA7,UBB,UBE2G1,UBE2G2,UBE2J1,UBE2J2,UBE2L3,UBE2L6,UCHL1,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRHL,UQCRH,UQCRQ,VDAC1,VDAC2,VDAC3
PURINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009150	PURINE RIBONUCLEOTIDE METABOLIC PROCESS	0.835363400242793	0.905850828017813	1	ABHD14B,ACLY,ACOT7,ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY9,ADM,ADORA2A,ADSL,ADSSL1,ADSS,AK3,AK5,ALDOA,ALDOC,AMPD2,AMPD3,AQP1,ATP1B1,ATP5A1,ATP5B,ATP5C1,ATP5D,ATP5E,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5H,ATP5I,ATP5J2,ATP5J,ATP5L,ATP5O,ATP5S,ATP6V0A1,ATP6V0A2,BAD,BPGM,BPNT1,CALCRL,CARD11,CASK,CHCHD10,COASY,COX10,COX15,COX4I1,COX4I2,COX5A,COX8A,CROT,CTNS,CYCS,DCAKD,DLG1,DLG3,DLG4,ENO1,ENO2,ENO3,ENPP1,ENTPD5,FIGNL1,GAPDH,GBAS,GCK,GMPR2,GNAS,GPI,GUCY1A3,GUCY1B3,HDDC3,HINT1,HK1,HK2,HK3,HKDC1,HPRT1,HSPA8,HTR2B,LDHA,LRRK2,MAGI3,MCEE,MLYCD,MPP1,MPP2,MPP3,NADK,NDUFA10,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFB10,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NPR1,NPR2,NPR3,NT5C2,NUDT16,NUDT18,NUDT7,OLA1,PAICS,PANK2,PAPSS1,PAPSS2,PDE1B,PDE2A,PDE3A,PDE3B,PDE4A,PDE4B,PDE4D,PDE5A,PDE6B,PDE9A,PFAS,PFKFB2,PFKFB3,PFKFB4,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGAM4,PGK1,PGM1,PMPCB,PPCDC,PPCS,PPP2R5D,PRKAG2,PRTFDC1,PTHLH,RAMP2,RHOQ,SDHAF2,SDHC,SLC25A13,SLC26A1,SLC26A2,SLC35B2,SLC35B3,STOML2,SULT1A1,SULT1A3,SULT1C2,SULT1C4,SULT2B1,SULT4A1,SURF1,TAZ,TCIRG1,TGFB1,TJP2,TPI1,UQCR10,UQCRB,UQCRC1,UQCRC2,UQCRH
MALE GAMETE GENERATION%GOBP%GO:0048232	MALE GAMETE GENERATION	0.836182259325542	0.906528059436126	-1	ACE,ADAM28,ALKBH5,ARNTL,BBS2,BBS4,BCL2L2,BRD2,CABYR,CASC5,CCNA1,CCNI,CCT6B,CDK16,CDYL,CEP57,CFTR,CIB1,CLOCK,CYP26B1,DMC1,DPY19L2,EIF5A2,ELL3,FAM50A,FOXJ1,GGT1,HERC4,HSF2BP,IFT81,ING2,JAG2,KDM2B,KHDRBS3,KIT,LGR4,MAK,MAST2,MCM8,MKKS,MTL5,MYCBP,NDRG3,NME5,NPHP1,PAFAH1B1,PIWIL4,PLD6,PRKACA,PRKAG1,PSME4,PTTG1,PUM1,PVRL2,RACGAP1,REC8,RHBDD1,RNF8,RPL39L,RUVBL1,SERPINA5,SLC26A6,SOD1,SOX9,SPA17,SPAG4,SPAG9,SPATA2,SPATA6,SRPK1,STYX,TCFL5,TDRD5,TDRD7,TDRKH,TESK2,TMEM119,TMEM203,TRIM27,TRIP13,TSGA10,TSSK3,TSSK6,TYRO3,UBE2B,WDR33,WFDC2,XRN2,YBX2,ZNF296,ZNF35
Thyroid cancer%KEGG%hsa05216	Thyroid cancer	0.836640524584996	0.906814137358041	1	BRAF,CCDC6,CCND1,CDH1,CTNNB1,HRAS,KRAS,LEF1,MAP2K1,MAP2K2,MAPK1,MAPK3,MYC,NCOA4,NRAS,PAX8,PPARG,RET,RXRA,RXRB,TCF7L1,TCF7L2,TCF7,TFG,TP53,TPM3,TPR
CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF RAS%REACTOME%R-HSA-442742.1	CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF RAS	0.83701661138416	0.90701103184834	-1	AKAP9,BRAF,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CREB1,DLG4,GRIN2A,GRIN2D,HRAS,MAPK1,PDPK1,RAF1,RASGRF2,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6,RRAS
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.1	HDMS DEMETHYLATE HISTONES	0.838379892439819	0.908277333541978	-1	ARID5B,HIST1H3D,HIST1H3E,HIST1H3G,HIST1H3H,HIST1H4C,HIST1H4H,HIST1H4J,HIST2H4A,JMJD6,KDM1A,KDM1B,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4B,KDM4C,KDM4D,KDM5A,KDM5B,KDM5C,KDM6A,KDM6B,PHF2,PHF8
REGULATION OF PH%GOBP%GO:0006885	REGULATION OF PH	0.839329841524465	0.909095358883592	1	ATP5B,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V0E2,ATP6V1B1,ATP6V1H,CA2,CFTR,CLCN3,CLN3,CLN5,CLN6,GPR89A,PDK2,PDK4,PPT1,RAB20,RAB38,RAB7A,SLC11A1,SLC26A11,SLC26A1,SLC26A2,SLC26A6,SLC26A7,SLC26A9,SLC9A1,SLC9A7,TCIRG1,TMEM165
REGULATION OF MYOTUBE DIFFERENTIATION%GOBP%GO:0010830	REGULATION OF MYOTUBE DIFFERENTIATION	0.840000119596712	0.909610157362734	1	BHLHA15,BHLHE41,CD53,CFLAR,DMPK,EHD1,EHD2,FLOT1,HDAC1,HDAC3,HDAC4,HDAC5,HDAC9,MAML1,MAPK14,MMP14,NACA,NOTCH1,NOV,RBM24,SIK1,XBP1
CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356	CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR	0.840279730723934	0.909701773921363	1	ADAM17,ADAMTS12,ADAMTS7,AIM2,ARHGEF2,BAG4,BIRC2,BIRC3,BRCA1,BTRC,CARD14,CASP8,CCL11,CCL13,CCL14,CCL18,CCL19,CCL20,CCL21,CCL22,CCL25,CCL2,CCL3L1,CCL3,CCL4L2,CCL4,CCL5,CCL7,CCL8,CD27,CD40,CD58,CHI3L1,CHUK,CIB1,CLIP3,COMMD7,CUL1,CX3CL1,CYLD,DAB2IP,EDA2R,EDARADD,EDAR,EDA,ERBB2IP,FADD,FAS,FBXW11,FOXO3,GATA3,GBA,GNB2L1,HAS2,HYAL1,HYAL2,HYAL3,IKBKB,IKBKG,INPP5K,JAK2,LTA,LTBR,LTB,MADD,MAP3K14,MAP3K7,NFE2L2,NFKB2,NGFR,NKX3-1,NPNT,NSMAF,PID1,PLVAP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK2B,PYCARD,RBCK1,RELA,RELB,RELT,RIPK1,RNF31,RPS27A,SFRP1,SHARPIN,SIRT1,SKP1,SMPD2,SMPD3,SMPD4,STAT1,TAB1,TAB2,TAB3,TAX1BP1,TNFAIP3,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF14,TNFRSF18,TNFRSF19,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF25,TNFRSF4,TNFRSF6B,TNFRSF8,TNFRSF9,TNFSF12,TNFSF13B,TNFSF13,TNFSF15,TNFSF4,TNF,TRADD,TRAF1,TRAF2,TRAF3,TXNDC17,UBA3,UBA52,UBB,UBC,UBE2M,XCL1,XCL2,ZFAND6,ZNF268
Alzheimer's disease%KEGG%hsa05010	Alzheimer's disease	0.840697237239748	0.909905096262808	1	ADAM10,ADAM17,APAF1,APBB1,APH1A,APOE,APP,ATF6,ATP2A1,ATP2A2,ATP2A3,ATP5A1,ATP5B,ATP5C1,ATP5D,ATP5E,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5H,ATP5J,ATP5O,BACE1,BACE2,BAD,BID,CACNA1C,CACNA1D,CACNA1F,CALM1,CALM2,CALM3,CALML5,CAPN1,CAPN2,CASP3,CASP7,CASP8,CASP9,CDK5R1,CDK5,CHP,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6B1,COX6C,COX7A1,COX7A2L,COX7A2,COX7B,COX7C,COX8A,CYC1,CYCS,EIF2AK3,ERN1,FADD,FAS,GAPDH,GNAQ,GRIN2A,GRIN2D,GSK3B,HSD17B10,IDE,IL1B,ITPR1,ITPR2,ITPR3,LPL,LRP1,MAPK1,MAPK3,MAPT,MME,NAE1,NCSTN,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA1,NDUFA2,NDUFA3,NDUFA4L2,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PLCB1,PLCB2,PLCB3,PLCB4,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PSEN1,PSEN2,PSENEN,SDHA,SDHB,SDHC,SDHD,SNCA,TNFRSF1A,TNF,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRHL,UQCRH,UQCRQ
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION%GOBP%GO:0015949	NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION	0.840948197229389	0.909905096262808	-1	AK1,AK2,AK5,AK7,CMPK1,CTPS2,DTYMK,GLRX,GSR,GUK1,NME1,NME2,NME4,RRM1,RRM2B,RRM2,TXNRD1,TXN
POSITIVE REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901224	POSITIVE REGULATION OF NIK/NF-KAPPAB SIGNALING	0.841052684905729	0.909905096262808	1	ACTN4,CARD10,CARD14,CHI3L1,COPS8,EIF2AK2,IRAK1,MALT1,MAP3K7,NOD1,NOD2,RPS3,SASH1,TLR3,TLR6,TNFRSF10A,TNFRSF10B,TNFSF15,TNF,TRAF2,TRAF6,ZFP91
AMINO ACID SYNTHESIS AND INTERCONVERSION (TRANSAMINATION)%REACTOME DATABASE ID RELEASE 55%70614	AMINO ACID SYNTHESIS AND INTERCONVERSION (TRANSAMINATION)	0.841633279015164	0.910322106794747	1	ASNS,CCBL1,FOLH1,GLS2,GLS,GLUD1,GLUD2,GLUL,GOT1,GOT2,GPT,OAT,PHGDH,PSAT1,PSPH,PYCR1,PYCR2,PYCRL
BIOCARTA_RAC1_PATHWAY%MSIGDB_C2%BIOCARTA_RAC1_PATHWAY	BIOCARTA_RAC1_PATHWAY	0.843025447191655	0.911616530169001	-1	ARFIP2,CDK5R1,CDK5,CFL1,CHN1,LIMK1,MAP3K1,MYLK,NCF2,PAK1,PDGFRA,PIK3CA,PIK3CG,PIK3R1,PLD1,PPP1R12B,RAC1,RALBP1,RPS6KB1,TRIO,VAV1,WASF1
CHROMATIN SILENCING AT RDNA%GOBP%GO:0000183	CHROMATIN SILENCING AT RDNA	0.843590233640432	0.912015860934558	1	BAZ2A,BEND3,H3F3A,H3F3B,HIST1H3D,HIST1H3E,HIST1H3G,HIST1H3H,HIST1H4C,HIST1H4H,HIST1H4J,HIST2H4A,RRP8,SIRT1,SIRT2,SUV39H1,TAF1A,TAF1B,TAF1C,TAF1D,TBP
SPERMATOGENESIS%GOBP%GO:0007283	SPERMATOGENESIS	0.843924709204059	0.912166072390393	-1	ACE,ADAM28,ALKBH5,ARNTL,BBS2,BBS4,BCL2L2,BRD2,CABYR,CASC5,CCNA1,CCNI,CCT6B,CDK16,CDYL,CEP57,CFTR,CIB1,CLOCK,CYP26B1,DMC1,DPY19L2,EIF5A2,ELL3,FAM50A,FOXJ1,GGT1,HERC4,HSF2BP,IFT81,ING2,JAG2,KDM2B,KHDRBS3,KIT,LGR4,MAK,MAST2,MKKS,MTL5,MYCBP,NDRG3,NME5,NPHP1,PAFAH1B1,PIWIL4,PLD6,PRKACA,PRKAG1,PSME4,PTTG1,PUM1,PVRL2,RACGAP1,REC8,RHBDD1,RNF8,RPL39L,RUVBL1,SERPINA5,SLC26A6,SOD1,SOX9,SPA17,SPAG4,SPAG9,SPATA2,SPATA6,SRPK1,STYX,TCFL5,TDRD5,TDRD7,TDRKH,TESK2,TMEM119,TMEM203,TRIM27,TRIP13,TSGA10,TSSK3,TSSK6,TYRO3,UBE2B,WDR33,WFDC2,XRN2,YBX2,ZNF296,ZNF35
MISCELLANEOUS TRANSPORT AND BINDING EVENTS%REACTOME%R-HSA-5223345.1	MISCELLANEOUS TRANSPORT AND BINDING EVENTS	0.844536672387563	0.912616070578638	1	ADD1,ADD2,ADD3,ANKH,AZGP1,CTNS,MAGT1,MMGT1,MRS2,NIPA1,NIPA2,NIPAL1,NIPAL2,NIPAL3,TUSC3
SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE%REACTOME%R-HSA-416572.1	SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE	0.84582847118566	0.913800328411557	-1	ARHGEF11,ARHGEF12,CDC42,ERBB2,LIMK1,LIMK2,MYH10,MYH11,MYH14,MYH9,MYL12B,MYL6,MYL9,PLXNB1,RAC1,RAC2,RHOA,RHOB,RHOC,RHOG,RND1,ROCK1,ROCK2,SEMA4D
REGULATION OF ADHERENS JUNCTION ORGANIZATION%GOBP%GO:1903391	REGULATION OF ADHERENS JUNCTION ORGANIZATION	0.846544897445476	0.914252817793838	-1	ACVRL1,APOD,ARHGAP6,BCAS3,CLASP1,CLASP2,COL16A1,CORO1C,DAPK3,DLC1,EFNA5,EPHA3,GPM6B,ITGB1BP1,KDR,LIMS1,MACF1,PHLDB2,PPM1F,PTEN,PTK2,PTPN23,PTPRJ,RAC1,RCC2,RDX,ROCK1,ROCK2,S100A10,SFRP1,SLC9A1,SRC,TEK,THBS1,TSC1,VEGFA
